term,definition,source,page
Svayambhava,Feeling of independence.,Glossary_Sanskrit_Terms.pdf,122
Svayambhu,Self-existent; self-created; self-born.,Glossary_Sanskrit_Terms.pdf,122
Svayamprabhasamvit,The self-luminous consciousness.,Glossary_Sanskrit_Terms.pdf,123
Svedaja,"Organism born spontaneously or generated automatically from inorganic matter through the action of moisture and heat, such as the maggot in decaying flesh or bugs out of sweat; sweat-born. T",Glossary_Sanskrit_Terms.pdf,123
Taapatraya,"Sufferings or afflictions of three kinds, to which mortals are subject, viz., (1) those caused by one’s own body (Adhyatmika), (2) those caused by beings around him (Adhibhautika), and (3) those caused by Devas (Adhidaivika).",Glossary_Sanskrit_Terms.pdf,123
Tadakara (or Tadrupa),"Of that form, i.e., of the same form as That, viz., Brahman.",Glossary_Sanskrit_Terms.pdf,123
Tadatmya,Identity; of the nature of that.,Glossary_Sanskrit_Terms.pdf,123
Tadatmyasambandha,"Identical relation, e.g., iron becomes fire, water becomes white when mixed with milk.",Glossary_Sanskrit_Terms.pdf,123
Taijasa,A name used in Vedanta philosophy for an individual in the subtle state (as in dream) when the Supreme Reality is veiled and coloured by an individual’s subtle body.,Glossary_Sanskrit_Terms.pdf,123
Tailadhara,"Continuous flow of oil; parallel used to denote the continuous flow of one thought in meditation, as well as the unbroken current of love of the devotee to his Beloved, God.",Glossary_Sanskrit_Terms.pdf,123
Talatala,A nether region.,Glossary_Sanskrit_Terms.pdf,123
Talumula,Root of the palate.,Glossary_Sanskrit_Terms.pdf,123
Tamas,Ignorance; inertia; darkness; perishability.,Glossary_Sanskrit_Terms.pdf,123
Tamasahankara,"The lowest or grossest type of egoism characterised by delusion, inertia and deep arrogation.",Glossary_Sanskrit_Terms.pdf,123
Tamasika Tapas,"Extreme austerity of an unnecessary, fearful and dire type; self-torture practised by an ignorant person mistaking it for real Tapas.",Glossary_Sanskrit_Terms.pdf,124
Tandra,Drowsiness; half-sleepy state; an obstacle in meditation.,Glossary_Sanskrit_Terms.pdf,124
Tanmatra,Atom; rudimentary element in an undifferentiated state before Panchikarana or quintupli cation.,Glossary_Sanskrit_Terms.pdf,124
Tanmayata,State of absorption into.,Glossary_Sanskrit_Terms.pdf,124
Tantra,A manual of or a particular path of Sadhana laying great stress upon Japa of a Mantra and other esoteric Upasanas.,Glossary_Sanskrit_Terms.pdf,124
Tantrika,Pertaining to Tantra; a Hindu sect worshipping God as the Divine Mother in a particular form.,Glossary_Sanskrit_Terms.pdf,124
Tanu,Body; thin.,Glossary_Sanskrit_Terms.pdf,124
Tanu-avastha,Thinned state of mind.,Glossary_Sanskrit_Terms.pdf,124
Tanumanasi,Thread-like state of mind; the third of the Jnana-Bhumikas.,Glossary_Sanskrit_Terms.pdf,124
Tapana,Burning.,Glossary_Sanskrit_Terms.pdf,124
Tapas,Purificatory action; ascetic self-denial; austerity; penance; mortification.,Glossary_Sanskrit_Terms.pdf,124
Tapasvi,Ascetic; one who is practising Tapas.,Glossary_Sanskrit_Terms.pdf,124
Tapoloka,"One of the higher worlds, just below Satya Loka.",Glossary_Sanskrit_Terms.pdf,124
Taptapinda,Heated ball.,Glossary_Sanskrit_Terms.pdf,124
Tara,Name of God as the Divine Mother in a particular form.,Glossary_Sanskrit_Terms.pdf,124
Tarakajnana,The knowledge that leads to Moksha.,Glossary_Sanskrit_Terms.pdf,124
Tarana,Liberation; crossing over Samsara.,Glossary_Sanskrit_Terms.pdf,124
Taranga,Wave.,Glossary_Sanskrit_Terms.pdf,124
Tarka,Logic.,Glossary_Sanskrit_Terms.pdf,124
Tarpana,Libation of water for gratifying the manes.,Glossary_Sanskrit_Terms.pdf,125
Tat-tvam-asi,That thou art; one of the four Mahavakyas; this is found in the Chhandogya Upanishad of the Sama Veda; this is the Abheda-bodha-vakya or the sentence which reveals non-difference between the Self and Brahman; this is Upadesa-vakya or Instruction given by the Self-realised sage to the disciple.,Glossary_Sanskrit_Terms.pdf,125
Tatastha-lakshana,"An indirect notion of what a thing is; in Vedanta it is the accidental definition of Brahman, as given by the definition that Brahman is the cause of creation, preservation and destruction of the universe.",Glossary_Sanskrit_Terms.pdf,125
Tatastha-vritti,A Vritti of indifference; neutrality wherein there is neither attraction nor repulsion.,Glossary_Sanskrit_Terms.pdf,125
Tattva,Reality; element; truth; essence; principle.,Glossary_Sanskrit_Terms.pdf,125
Tattvadarsi,One who sees the subtle nature of things; a sage; Sukshmadarsi.,Glossary_Sanskrit_Terms.pdf,125
Tattvajnana,Knowledge of Brahman; same as Brahma Jnana.,Glossary_Sanskrit_Terms.pdf,125
Tattvatita,Beyond the elements.,Glossary_Sanskrit_Terms.pdf,125
Tattvavit,Knower of the essence of things; sage or Brahmajnani.,Glossary_Sanskrit_Terms.pdf,125
Tavaivaham,I am Thine alone.,Glossary_Sanskrit_Terms.pdf,125
Tejas,Brilliancy (specially spiritual); the element of fire; Agni; heat.,Glossary_Sanskrit_Terms.pdf,125
Tejomaya,Full of light; resplendent.,Glossary_Sanskrit_Terms.pdf,125
Tirobhava,Veiling.,Glossary_Sanskrit_Terms.pdf,125
Tirtha,"Holy waters; place of pilgrimage; sacred place usually containing a bathing place; also, a name of a Dasanami Sannyasin belonging to the Dvaraka Matha.",Glossary_Sanskrit_Terms.pdf,125
Titiksha,"Bearing with equanimity the pairs of opposites,",Glossary_Sanskrit_Terms.pdf,125
Tivra,Intense; keen; sharp.,Glossary_Sanskrit_Terms.pdf,126
Tivravairagya,Intense dispassion.,Glossary_Sanskrit_Terms.pdf,126
Trataka,"Steady gazing; the process of fixing the gaze on a small dot, point, etc. In Hatha Yoga, the Yogi gazes without winking at some minute object until tears flow profusely from his eyes; by this the celestial vision is acquired.",Glossary_Sanskrit_Terms.pdf,126
Trigunamayi,A connotative name of God as the Divine Mother suggesting that She possesses the three Gunas.,Glossary_Sanskrit_Terms.pdf,126
Trigunatmika,"Characterised by three Gunas, viz., Sattva, Rajas and Tamas; of the cosmic energy or the divine power.",Glossary_Sanskrit_Terms.pdf,126
Trikaladarsi,"Seer of the three periods; by the knowledge acquired by Yoga, the Yogi sees everything in the past, present and future.",Glossary_Sanskrit_Terms.pdf,126
Trikalajnana,Knowledge of the three periods.,Glossary_Sanskrit_Terms.pdf,126
Trikalajnani,"One who knows the past, present and the future.",Glossary_Sanskrit_Terms.pdf,126
Trikuta,The space between the eyebrows.,Glossary_Sanskrit_Terms.pdf,126
Tripti,Satisfaction,Glossary_Sanskrit_Terms.pdf,126
Triputa,"The triad (seer, sight, seen).",Glossary_Sanskrit_Terms.pdf,126
Trishna,Thirsting (for objects); internal craving (for sense- objects).,Glossary_Sanskrit_Terms.pdf,126
Trisula,Trident; weapon wielded by Lord Siva.,Glossary_Sanskrit_Terms.pdf,126
Triveni,The place where three holy rivers meet; the space between the eyebrows.,Glossary_Sanskrit_Terms.pdf,126
Trivritkarana,"Triplication; intermixture of three visible elements, viz., fire, water and earth, for the formation of bodies.",Glossary_Sanskrit_Terms.pdf,126
Tryanuka,Combination of three atoms; consisting of three,Glossary_Sanskrit_Terms.pdf,126
Tuccha,Trifling; mean.,Glossary_Sanskrit_Terms.pdf,127
Tulasi,"The Indian (holy) basil plant, sacred to Lord Vishnu, and venerated by the Vaishnavas as most divine.",Glossary_Sanskrit_Terms.pdf,127
Tulya,Equal.,Glossary_Sanskrit_Terms.pdf,127
Turiya,Superconscious state; the noumenal Self of creatures which transcends all conditions and states; oneness.,Glossary_Sanskrit_Terms.pdf,127
Tushnimbhuta-avastha,A state of the mind where there is neither attraction nor repulsion; the state of being silent.,Glossary_Sanskrit_Terms.pdf,127
Tushti,Contentment; satisfaction.,Glossary_Sanskrit_Terms.pdf,127
Tvach,Skin.,Glossary_Sanskrit_Terms.pdf,127
Tyaga,"Renunciation (of egoism and Vasanas, and the world).",Glossary_Sanskrit_Terms.pdf,127
tnmani-avastha,Mindless state of Yogis. U,Glossary_Sanskrit_Terms.pdf,127
Ubhayatmaka,Belonging to both.,Glossary_Sanskrit_Terms.pdf,127
Ucchvasa,Outgoing breath; breathing out.,Glossary_Sanskrit_Terms.pdf,127
Udanavayu,One of the five vital airs functioning in the human body.,Glossary_Sanskrit_Terms.pdf,127
Udarata,Magnanimity; generosity; expansion.,Glossary_Sanskrit_Terms.pdf,127
Udaravastha,Expanded state.,Glossary_Sanskrit_Terms.pdf,127
Udaravritti,Generous nature; expanded state of psychosis.,Glossary_Sanskrit_Terms.pdf,127
Udasina,Indifferent.,Glossary_Sanskrit_Terms.pdf,127
Udasinata,Indifference (to objects and sense-attractions); state of being indifferent.,Glossary_Sanskrit_Terms.pdf,127
Udbhijja,Born from seeds; a plant.,Glossary_Sanskrit_Terms.pdf,127
Udbhuta,Such as can be comprehended by the senses; born (out of the elements).,Glossary_Sanskrit_Terms.pdf,127
Udbodhaka,Stimulus; awakener.,Glossary_Sanskrit_Terms.pdf,128
Uddharsha,Excessive joy.,Glossary_Sanskrit_Terms.pdf,128
Uddiyana,A Hatha Yogic Kriya; it is a Yogic exercise for raising the diaphragm; it starts with a complete exhala tion; the muscles of the abdomen are then fully relaxed and pushed well under the ribs.,Glossary_Sanskrit_Terms.pdf,128
Udgatri,The priest who recites Sama Veda.,Glossary_Sanskrit_Terms.pdf,128
Udghata,Awakening of the Kundalini Sakti that is lying dormant in the Muladhara Chakra.,Glossary_Sanskrit_Terms.pdf,128
Udgita,"Pranava; sonorous prayer, prescribed in the Sama Veda to be sung aloud; Om.",Glossary_Sanskrit_Terms.pdf,128
Umadevi,Consort of Lord Siva; She imparted knowledge to Indra.,Glossary_Sanskrit_Terms.pdf,128
Unmadana,Intoxication.,Glossary_Sanskrit_Terms.pdf,128
Unmanibhava,Mindlessness.,Glossary_Sanskrit_Terms.pdf,128
Unmani-avastha,Mindless state of Yogia.,Glossary_Sanskrit_Terms.pdf,128
Upadana,Material.,Glossary_Sanskrit_Terms.pdf,128
Upadana-karana,Material cause as the clay for making the pot. This is termed Samvayakarana in the Nyaya philosophy.,Glossary_Sanskrit_Terms.pdf,128
Upadhi,A superimposed thing or attribute that veils and gives a coloured view of the substance beneath it; limiting adjunct; instrument; vehicle; body; a technical term used in Vedanta philosophy for any superimposition that gives a limited view of the Absolute and makes It appear as the relative. Jiva’s Upadhi is Avidya; Isvara’s Upadhi is Maya.,Glossary_Sanskrit_Terms.pdf,128
Upadhi-dharma,Charastistic of the limiting adjunct.,Glossary_Sanskrit_Terms.pdf,128
Upadrashta,Supervisor.,Glossary_Sanskrit_Terms.pdf,128
Upaharana,Bringing near; fetching; taking; seizing.,Glossary_Sanskrit_Terms.pdf,128
Upahitachaitanya,Intelligence associated with Upadhis;,Glossary_Sanskrit_Terms.pdf,128
Upakrama,Beginning; commencement.,Glossary_Sanskrit_Terms.pdf,129
Upakrama-upasamhara-ekavakyata,The unity of thought in the beginning as well as in the end; the first of the Shad- lingas.,Glossary_Sanskrit_Terms.pdf,129
Upakurvana,One who will become a householder after religious study.,Glossary_Sanskrit_Terms.pdf,129
Upakurvana-brahmachari,A student who takes the ‘vow of continence for a limited period only.,Glossary_Sanskrit_Terms.pdf,129
Upalabdhi,Perception; knowledge; attainment.,Glossary_Sanskrit_Terms.pdf,129
Upalabdhri,The perceiving or knowing subject.,Glossary_Sanskrit_Terms.pdf,129
Upamana,Comparison; simile.,Glossary_Sanskrit_Terms.pdf,129
Upamsu-japa,Japa done with a humming sound; semi- verbal repetition of a Mantra.,Glossary_Sanskrit_Terms.pdf,129
Upanishat,"Knowledge portion of the Vedas; texts dealing with the ultimate truth and its realisation. Upanishads are mainly 108 in number, of which 10 are regarded most important.",Glossary_Sanskrit_Terms.pdf,129
Upapataka,A minor sin.,Glossary_Sanskrit_Terms.pdf,129
Upaprana,One of the five minor vital breaths.,Glossary_Sanskrit_Terms.pdf,129
Uparama,Satiety; Vairagya; renunciation of actions.,Glossary_Sanskrit_Terms.pdf,129
Uparamata,Calmness of mind; cessation of action.,Glossary_Sanskrit_Terms.pdf,129
Uparati,Satiety in the enjoyment of sense-objects; surfeit; discontinuance of religious ceremonies following upon renunciation; absolute calmness; tranquillity; renunciation.,Glossary_Sanskrit_Terms.pdf,129
Upasaka,One who does Upasana; worshipper.,Glossary_Sanskrit_Terms.pdf,129
Upasana,(lit.) Sitting near; worship or contemplation of God or deity; devout meditation.,Glossary_Sanskrit_Terms.pdf,129
Upasanamurti,That form of God chosen for worship.,Glossary_Sanskrit_Terms.pdf,129
Upasarga,Obstacle.,Glossary_Sanskrit_Terms.pdf,129
Upastambhaka,Instrumental cause; supporting; encouraging.,Glossary_Sanskrit_Terms.pdf,130
Upastha,Genital.,Glossary_Sanskrit_Terms.pdf,130
Upasya,Fit to be worshipped.,Glossary_Sanskrit_Terms.pdf,130
Upaya,Means or device.,Glossary_Sanskrit_Terms.pdf,130
Upeksha,Indifference.,Glossary_Sanskrit_Terms.pdf,130
Urdhvaretoyogi,The Yogi in whom the seminal energy flows upwards.,Glossary_Sanskrit_Terms.pdf,130
Urmi,"A wave; an evil; reference is often made to six evils; they are hunger and thirst, old age and death, grief and delusion or loss of consciousness.",Glossary_Sanskrit_Terms.pdf,130
Utkarsha,Superiority; eminence.,Glossary_Sanskrit_Terms.pdf,130
Utkranti,Departure of the soul from the body.,Glossary_Sanskrit_Terms.pdf,130
Utpatti,Origin; creation.,Glossary_Sanskrit_Terms.pdf,130
Utpattinasa,Beginning and destruction.,Glossary_Sanskrit_Terms.pdf,130
Utsaha,Cheerfulness; enthusiasm.,Glossary_Sanskrit_Terms.pdf,130
Utsava,Festivity.,Glossary_Sanskrit_Terms.pdf,130
Uttama,Best.,Glossary_Sanskrit_Terms.pdf,130
Uttamakoti-adhikari,Qualified person of first degree.,Glossary_Sanskrit_Terms.pdf,130
Uttamapurusha,Highest person; God.,Glossary_Sanskrit_Terms.pdf,130
Uttamarahasya,Highest secret of things.,Glossary_Sanskrit_Terms.pdf,130
Uttarayana,"The six months of the year, corresponding approximately to the time from 15th January to 15th July; six months of the northern solstice.",Glossary_Sanskrit_Terms.pdf,130
Utthana,Rising (from the ground). V,Glossary_Sanskrit_Terms.pdf,130
Vaasudeva,The name of Bhagavan Narayana; Sri Krishna; etymologically the term means a god who abides in all things and in whom all things abide.,Glossary_Sanskrit_Terms.pdf,130
Vach,Speech.,Glossary_Sanskrit_Terms.pdf,131
Vacharambhana,Ornament of speech (like pot in the mud) existing in speech only; not real. Mud is the truth; pot is only an ornate expression. Gold is the reality; ornament is only an expression.,Glossary_Sanskrit_Terms.pdf,131
Vachya,That which is denoted by speech.,Glossary_Sanskrit_Terms.pdf,131
Vachyartha,Literal meaning.,Glossary_Sanskrit_Terms.pdf,131
Vada,Discussion.,Glossary_Sanskrit_Terms.pdf,131
Vahnisara,A form of Antardhauti in which the navel is made to touch the spinal column.,Glossary_Sanskrit_Terms.pdf,131
Vaidhi,According to a set code of injunctions; formalistic.,Glossary_Sanskrit_Terms.pdf,131
Vaidhibhakti,"Formalistic devotion (at the initial stage on the Path of Love); practice of devotion through a set code of rituals, as a preparatory course for developing intense love for God.",Glossary_Sanskrit_Terms.pdf,131
Vaijayanti,The name of the garland on Lord Vishnu.,Glossary_Sanskrit_Terms.pdf,131
Vaikhari,Articulate form of sound.,Glossary_Sanskrit_Terms.pdf,131
Vaikharijapa,Articulate or loud repetition of a Mantra.,Glossary_Sanskrit_Terms.pdf,131
Vaikriti,Modification.,Glossary_Sanskrit_Terms.pdf,131
Vaikuntha,"The abode of Lord Vishnu; the highest world presided over by Lord Vishnu, destined for persons of final emancipation.",Glossary_Sanskrit_Terms.pdf,131
Vairagya,Indifference towards and disgust for all worldly things and enjoyments; dispassion.,Glossary_Sanskrit_Terms.pdf,131
Vaishamyavastha,A state wherein the equilibrium of the three Gunas is disturbed; a state opposite to Samyavastha which is a state of equilibrium of the three Gunas.,Glossary_Sanskrit_Terms.pdf,131
Vaishnava,"Worshipper of Lord Vishnu, the preserver, one incarnation of Whom is Krishna; a Hindu sect worshipping God Vishnu; a member of this sect; the Saivas are the",Glossary_Sanskrit_Terms.pdf,131
Vaishnavasastra,The scripture treating of Vishnu.,Glossary_Sanskrit_Terms.pdf,132
Vaishnavi,The Sakti or the divine power of Vishnu.,Glossary_Sanskrit_Terms.pdf,132
Vaisvanara,The god of fire; the digestive fire; the gastric fire; the sum-total of the created beings; Brahma in the form of the universe; Virat-purusha.,Glossary_Sanskrit_Terms.pdf,132
Vaisvanaravidya,"The process of meditation on Brahman, taking the digestive fire of the animal body as the symbol; method of meditation on the Virat.",Glossary_Sanskrit_Terms.pdf,132
Vaitarani,A fearful river for the sinful to cross.,Glossary_Sanskrit_Terms.pdf,132
Vaitrishnya,Non-attachment; cravinglessness.,Glossary_Sanskrit_Terms.pdf,132
Vajra,Adamantine firmness; thunderbolt.,Glossary_Sanskrit_Terms.pdf,132
Vaksamudaya,The collection of speech or words.,Glossary_Sanskrit_Terms.pdf,132
Vaksiddhi,"Perfection in speech, in which state whatever one speaks turns out to be true; the result of observance of truthfulness.",Glossary_Sanskrit_Terms.pdf,132
Vamanadhauti,Cleaning the throat and stomach by drinking water and vomiting.,Glossary_Sanskrit_Terms.pdf,132
Vanamala,The picturesque garland worn by Lord Vishnu.,Glossary_Sanskrit_Terms.pdf,132
Vanaprastha,Forester; one who leads the third stage of life.,Glossary_Sanskrit_Terms.pdf,132
Vanchana,Cheating.,Glossary_Sanskrit_Terms.pdf,132
Vandhyaputra,Barren woman’s son; a symbol of non- existence.,Glossary_Sanskrit_Terms.pdf,132
Vanhi,Fire,Glossary_Sanskrit_Terms.pdf,132
Varaha,"One of the incarnations of God, according to Hindu mythology; the Boar, the third incarnation of Lord Vishnu.",Glossary_Sanskrit_Terms.pdf,132
Varisara,A form of Antardhauti by which the body is filled with water which is then evacuated by the anus.,Glossary_Sanskrit_Terms.pdf,133
Varna,A form of letter; colour; caste.,Glossary_Sanskrit_Terms.pdf,133
Varnasrama,Related to the four primary groups and the four stages of Hindu life; the laws of the caste and stage of life.,Glossary_Sanskrit_Terms.pdf,133
Varnatmakasabda,Lettered sound which has meaning.,Glossary_Sanskrit_Terms.pdf,133
